paper_id,abstract
6961,"Using high-frequency data on Deutschemark and Yen returns against the dollar, we construct model-free estimates of daily exchange rate volatility and correlation, covering an entire decade.  In addition to being model-free, our estimates are also approximately free of measurement error under general conditions, which we delineate.  Hence, for all practical purposes, we can treat the exchange rate volatilities and correlations as observed rather than latent.  We do so, and we characterize their joint distribution, both unconditionally and conditionally.  Noteworthy results include a simple normality-inducing volatility transformation, high contemporaneous correlation across volatilities, high correlation between correlation and volatilities, pronounced and highly persistent temporal variation in both volatilities and correlation, clear evidence of long-memory dynamics in both volatilities and correlation remarkably precise scaling laws under temporal aggregation."
7146,"This paper uses a new pre-1940 Third World data base documenting real wages and relative factor prices to explore their determinants.  There are three possibilities: external price shocks, factor endowment changes, and technological change.  As the paper's title suggests, technological change is an unlikely explanation.  The paper lays out an explicit econometric agenda for the future, although more casual empiricism suggests that external price shocks were doing most of the work, and declining-transport-cost-induced commodity price convergence in particular.  Real wages in Asia, the Middle East, and Latin America never showed any signs of catching up with the European industrial leaders prior to 1914 hold their own.  The ratio of wages to land rents, on the other hand, declined up to World War I and so did the ratio of wages to GDP per capita.  The trend reversed thereafter.  These relative factor price movements help sharpen our understanding of the sources of growth (or lack of it) in Asia and Latin America prior to 1940.  They also offer strong hints about changes in income distribution there."
7163,"An important component of Robert Lipsey's work has been his research on multinational firms, and his careful documentation of their behavior in terms of production and intra-firm trade. In this paper, we extend recent theory referred to as the knowledge-capital model', which simultaneously generates motives for both horizontal and vertical multinational production. We use this model to derive predictions about foreign affiliates' pattern of production for local markets versus production for exports as functions of country characteristics such as market sizes, size differences, and relative endowment differences. These predictions are then taken to data on affiliate production and trade.  Results confirm several hypotheses.  The ratio of production for export sales to production for local sale by affiliates of foreign multinationals depends negatively on market size, investment and trade costs in the host country, and positively on the relative skilled-labor abundance of the parent country (skilled-labor scarcity of the host country)."
7164,"Recent theoretical developments have incorporated endogenous multinational firms into the general-equilibrium model of trade. One simple taxonomy separates the theory into  vertical' models in which firms geographically separate activities by stages of production and  horizontal' models of multi-plant firms which duplicate roughly the same activities in many countries.  We refer to a hybrid of these two as the 'knowledge capital model'. In this paper, we nest these three models within an unrestricted model.  Econometric tests give strong support to the horizontal model and overwhelming reject the vertical model."
7320,"By 1992, pensions and retiree health insurance represented one quarter of the wealth of families on the verge of retirement. Our simulations suggest that between 1969 and 1992, abstracting from the effects of changes in wages and years of covered work on pension benefit amounts, changing pension coverage and changing pension plan provisions would have raised the total wealth of each household in the Health and Retirement Study by $67,000 in 1992 dollars, raising wealth from employer provided pension benefits per household by 150 percent in real terms. Changes in retiree health benefits, which have only about 7 percent of the value of pensions, experienced similar real growth, increasing in value by $3,700 in 1992 dollars. Most of the increase in pension values and in the value of retiree health insurance plans was due to improvements in real benefits among covered workers. All classes of wealth holders enjoyed increased wealth from employer provided retirement plans, but those in the top half of the wealth distribution enjoyed increases that were much larger in absolute terms and also were larger in relation to their total wealth than were the increases experienced by those in the bottom half of the wealth distribution."
7363,"During 1984-96, welfare and tax policy changed dramatically.  The Earned Income Tax Credit was expanded, welfare benefits were cut, welfare time limits were added and cases were terminated, Medicaid for the working poor was expanded, training programs were redirected, and subsidized or free child care was expanded. Many of the program changes were intended to encourage low income women to work.  During this same time period there were unprecedented increases in the employment and hours of single mothers, particularly those with young children.  In this paper, we first document these large changes in policies and employment. We then examine if the policy changes are the reason for the large increases in single mothers' labor supply.  We find evidence that a large share of the increase in work by single mothers can be attributed to the EITC, with smaller shares for welfare benefit reductions, welfare waivers, changes in training programs, and child care expansions.  We also find that most of these policies increased hours worked.  Our results indicate that financial incentives through the tax and welfare systems have substantial effects on single mothers' labor supply decisions."
7459,"This paper investigates the response of real wages and hours worked to an exogenous shock in fiscal policy.  We identify this shock with the dynamic response of government purchases and tax rates to an exogenous increase in military purchases.  The fiscal shocks that we isolate are characterized by highly correlated increases in government purchases, tax rates and hours worked as well as persistent declines in real wages.    We assess the ability of standard Real Business Cycle models to account for these facts.  They can-but only under the assumption that marginal income tax rates are constant, a standard assumption in the literature.  Once we abandon this counterfactual assumption, RBC models cannot account for the facts.  We argue that our empirical findings pose a challenge to a wide class of business cycle models."
7488,"It is well known that high-frequency asset returns are fat-tailed relative to the Gaussian distribution tails are typically reduced but not eliminated when returns are standardized by volatilities estimated from popular models such as GARCH.  We consider two major dollar exchange rates, and we show that returns standardized instead by the realized volatilities of Andersen, Bollerslev, Diebold and Labys (1999) are very nearly Gaussian.  We perform both univariate and multivariate analyses, we trace the different effects of the different standardizations to differences in information sets, and we draw implications for the presence of jumps in exchange rate diffusions."
7491,"We describe the enormous changes in social and tax policy in recent years that have encouraged work by single mothers.  We document the changes in federal and state income taxes, AFDC and Food Stamp benefits, Medicaid, training and child care programs. We describe the quantitative importance of these changes and their timing.  We also describe how these changes differed across states and show how they affected families with different numbers and ages of children and with different family incomes.  We then examine whether the changes in employment rates over time for different demographic groups and states are consistent with a causal effect of these policies on employment.  We use multiple comparison groups and two datasets over a long time period.  The results support the more structural findings in Meyer and Rosenbaum (1999a) of substantial EITC effects on employment as well as the findings in Eissa and Liebman (1996) and Ellwood (1999)."
7578,"We use 1980 and 1990 Census data for 119 larger Metropolitan Statistical Areas to examine the effect of skill-group specific immigrant inflows on the location decisions of natives in the same skill group, and on the overall distribution of human capital.  To control for unobserved skill-group specific demand factors, our models include lagged mobility flows of natives over the 1970-80 period.  We also estimate instrumental variables models that use the fraction of Mexican immigrants in 1970 to predict skill-group specific relative immigrant inflows over the 1980s.  Despite wide variation across cities in the size and relative skill composition of immigrant population changes we find no evidence of selective out-migration by natives.  We conclude that immigrant inflows exert a direct effect on the relative skill composition of cities: cities that have received relatively unskilled immigrant flows have experienced proportional rises in the size of their unskilled populations."
7784,"A Third World data base documenting commodity and factor prices 1870-1940 has been collected, yielding annual time series on wage/rental ratios, land/labor ratios, the terms of trade, and other explanatory variables for: Argentina, Burma, Egypt, Japan, Korea, the Punjab, Taiwan, Thailand and Uruguay. These 9 have been added to a previously-collected data base for 10 in the so-called greater Atlantic economy: Australia, Britain, Canada, Denmark, France, Germany, Ireland, Spain, Sweden and the USA. These 19 countries form the panel data base which is used to explore the determinants of wage/rental ratios the world round between 1870 and 1940. The data offer a useful way to identify the impact of globalization on the pre-industrial Third World. This paper finds commodity price convergence to have been bigger in the Third World than the Atlantic economy. It also identifies the sources of a previously-unnoticed but enormous convergence in wage/rental ratios. Commodity price convergence and factor supply responses appear to be an important source of the relative factor price convergence in the Third World, more clearly exposed by the absence of significant industrialization and capital-deepening forces there prior to 1940."
8074,"This paper examines the risk aspects of an investment-based defined contribution Social Security plan.  We focus on the risk after the plan is fully phased in.  Individuals deposit a fraction of wages to a Personal Retirement Account (PRA), invest these funds in a 60:40 equity-debt mix, and in a similarly invested annuity at age 67.  The value of the assets follows a random walk with mean and variance of a 60:40 equity-debt portfolio over the period 1946-95, a mean log return of 5.5 percent (net of administrative costs of 0.4 percent) and a standard deviation of 12.5 percent.  We study he stochastic distributions of this process by doing 10,000 simulations of the 80-year experience of the cohort that reached age 21 in 1998. The resulting annuities are compared to the future defined benefits specified in current law (the  benchmark' benefits). With no uncertainty, a 5.5 percent log return would permit the benchmark benefits to be purchased with PRA deposits of 3.1 percent of payroll, only one-sixth of the pay-as-you-go tax needed for the benchmark benefits.  Saving a higher share of wages provides a  cushion' that protects the individual from the risk of an unacceptably low level of benefits.  For example, PRA deposits of 6 percent of wages reduces the probability that the benefits are less than the benchmark to 0.17 and the probability that they are less than 61 percent of the benchmark to 0.05.  PRA deposits of 9 percent of wages (half of the tax rate required in a pay-as-you-go system) would substantially reduce these risks. This pure investment-based plan is an extreme case.  The investment risk can be reduced further by using a mixed system that combines pay-as-you-go and investment-based components or that makes intergenerational transfers conditional on the performance of stock and bond prices."
8128,"Finance theory suggests that changes in exchange rates should have little influence on asset prices in a world that has become increasingly with integrated capital markets. Indeed, the existing literature examining the relationship between international stock prices and exchange rates finds little evidence of systematic exchange rate exposure. We argue in this paper that the absence of evidence may be due to restrictions imposed on the sample of data and the empirical specifications used in previous studies.  We study a broad sample of firms in eight countries over an eighteen-year period.  We find that firm-level and industry-level share values are significantly influenced by exchange rates.  Further, we do not find evidence that exchange rate exposure is falling (or becoming less statistically significant) over time. Our results suggest that significant firm, industry and country-specific differences remain even as financial markets become more and more 'integrated'."
8453,"In this paper we examine the relationship between exchange rate movements and firm value. We estimate the exchange rate exposure of publicly listed firms in a sample of eight (non-US) industrialized and emerging markets, and find that a significant percentage of these firms are indeed exposed. These results differ substantially from most previous studies in the literature that find little evidence of exposure. In robustness checks we find that: (i) the choice of exchange rate matters, and using the trade-weighted exchange rate is likely to understate the extent of exposure, (ii) conditioning on the value-weighted vs. the equally-weighted market index has little effect on estimated exposure, while conditioning on the international index does change the estimate of exposure, (iii) the extent of exposure is not a result of a spurious correlation between random variables with high variances, (iv) exposure increases with the return horizon, (v) within a country and within an industry, exposure coefficients are roughly evenly split between positive and negative values, (vi) averaging across the (absolute value of the) significant exposure coefficients in our sample of countries, we find an exposure coefficient of about 0.5, (vii) the extent of exposure is not sensitive to the sample period, but the set of firms that is exposed does vary over time, and (viii) the sign of the exposure coefficients changes across subperiods for about half of the firms of our sample. We find that exposure is not systematically related to firm size, industry affiliation, multinational status, foreign sales, international assets or industry-level trade."
9772,"This paper investigates the response of hours worked and real wages to fiscal policy shocks in the U.S. during the post World War II era. We identify these shocks with exogenous changes in military purchases and argue that they lead to a persistent increase in government purchases and tax rates on capital and labor income, and a persistent rise in aggregate hours worked as well as declines in real wages. The shocks are also associated with short lived rises in aggregate investment and small movements in private consumption. We describe and implement a methodology for assessing whether standard neoclassical models can account for the consequences of a fiscal policy shock. Simple versions of the neoclassical model can account for the qualitative effects of a fiscal shock. Once we allow for habit formation and investment adjustment costs, the model can also account reasonably well for the quantitative effects of a fiscal shock."
9851,"Because the Supplemental Security Income (SSI) program is means-tested, with both income limits and asset limits, those on the margin of eligibility for the elderly component of the program face incentives to reduce labor supply (or earnings) prior to becoming eligible.  Our past research relying on cross-state variation in SSI benefits found evidence consistent with the predicted negative labor supply effects.  However, a reliance on cross-state variation necessitated reliance on less-than-ideal control samples.  In contrast, this paper uses CPS data covering a 22-year period, which permit identification of the effects of SSI from within-state, time-series variation in SSI benefits, using a better control sample.  The evidence points consistently to negative effects of more generous SSI payments on the labor supply of likely SSI participants aged 62-64.  The implied elasticities of labor supply with respect to benefits, for those with a high probability of SSI participation, are generally in the range of  0.2 to  0.3, looking at both employment and hours of work."
10092,"The primary objective of this paper is to improve our understanding of the historic relationship between state and national macroeconomic climate and the health insurance coverage of Americans. The secondary objective of this paper is to use the historic findings to estimate how the number of uninsured Americans changed during the 2001 recession, and to estimate whether to date enough people have gained health insurance during the current recovery to offset the losses during the recession. We conclude that the macroeconomy (measured by state unemployment rate and real gross state product) is correlated with the probability of men's health insurance coverage and that this correlation is only partly explained by changes in men's employment status. Counter-cyclical health insurance programs such as Medicaid and the State Children's Health Insurance Program seem to ensure that the health insurance coverage of women and children is insulated from macroeconomic changes. We estimate that 851,000 Americans, the vast majority of whom were adult men, lost health insurance due to macroeconomic conditions alone during the 2001 recession."
10305,"This paper constructs a model of retirement and saving by two earner couples. The model includes three dimensions of behavior: the joint determination of retirement and saving; heterogeneity in time preference; and the interdependence of retirement decisions of husbands and wives. Estimation is based on panel data from the Health and Retirement Study covering the period 1992 to 2000.  When husbands postpone their retirement so they can retire together with their typically younger wives, the spike in retirement at age 62 is smeared to later ages. Thus retirements differ between one and two earner families. We find both an asymmetry in which husbands prefer their wife to be retired before they retire, and a clear distaste of many husbands to retiring when their wives are in poor health, while the wives are willing to stay at home with sickly husbands. We simulate a system of personal Social Security accounts based on a 10.6 percent contribution rate over the lifetime. One version allows individuals to make lump sum withdrawals at retirement instead of annuitizing. This program would increase the retirement rates of husbands at age 62 by about 15 percentage points compared to the current system. Adding a lump sum option, by itself, would increase retirements at 62 by about 6 percentage points."
10475,"Even after controlling for local economic conditions, differences in state bank supervision and regulation contribute toward explaining the large variation in state bank suspension rates across U.S. counties during the Great Depression. More stringent capital requirements lowered suspension rates while laws prohibiting branch banking and imposing high reserve requirements had the opposite effect. States that endowed bank supervisors with the authority to liquidate banks minimized contagion and credit-channel dislocations and experienced lower suspension rates. Those that gave their supervisors sole authority to issue bank charters and that granted their supervisors long terms strengthened the incentives for bank lobbyists to influence supervisory decisions and consequently experienced higher rates of suspension."
10504,"We analyze the extent to which simple markets can be used to aggregate disperse information into efficient forecasts of uncertain future events. Drawing together data from a range of prediction contexts, we show that market-generated forecasts are typically fairly accurate, and that they outperform most moderately sophisticated benchmarks. Carefully designed contracts can yield insight into the market's expectations about probabilities, means and medians, and also uncertainty about these parameters. Moreover, conditional markets can effectively reveal the market's beliefs about regression coefficients, although we still have the usual problem of disentangling correlation from causation. We discuss a number of market design issues and highlight domains in which prediction markets are most likely to be useful."
10760,"This article studies optimal fines when an offender's wealth is private information that can be obtained by the enforcement authority only after a costly audit. I derive the optimal fine for the underlying offense, the optimal fine for misrepresenting one's wealth level, and the optimal audit probability. I demonstrate that the optimal fine for misrepresenting wealth equals the fine for the offense divided by the audit probability, and therefore generally exceeds the fine for the offense. The optimal audit probability is positive, increases as the cost of an audit declines, and equals unity if the cost is sufficiently low. If the optimal audit probability is less than unity, there are some individuals who are capable of paying the fine for the offense who misrepresent their wealth levels. I also show that the optimal fine for the offense results in underdeterrence due to the cost of auditing wealth levels."
10761,"This article studies the optimal use of fines and imprisonment when an offender's level of wealth is private information that cannot be observed by the enforcement authority. In a model in which there are two levels of wealth, I derive the optimal mix of sanctions, including the imprisonment sentence imposed on offenders who do not pay the fine -- referred to as the ""alternative"" imprisonment sentence. Among other things, I demonstrate that if imprisonment sanctions are used, the optimal alternative imprisonment sentence is sufficiently high that high-wealth individuals prefer to pay a fine exceeding the wealth level of low-wealth individuals and bear a lower (possibly no) imprisonment sentence rather than to pretend to be low-wealth individuals. I also show that if the optimal enforcement system would rely exclusively on fines when wealth is observable, the inability to observe wealth is detrimental because higher fines then could not be levied on higher-wealth individuals. In this case, it may be desirable when wealth is unobservable to impose an imprisonment sentence on offenders who do not pay the fine -- who will be low-wealth offenders -- in order to induce high-wealth offenders to pay the fine. However, if the optimal enforcement system would employ both fines and imprisonment sentences when wealth is observable, the inability to observe wealth is not detrimental. In this case, the same sanctions would be chosen if wealth is unobservable and these sanctions lead high-wealth individuals to pay more than low-wealth individuals."
10905,"This paper introduces the age at which Social Security benefits are claimed as an additional outcome in a structural model of retirement and wealth.  The model is then used to simulate the effects of abolishing the remainder of the Social Security earnings test, between age 62 and the full retirement age.  Estimates are based on data for married men from the first six waves of the Health and Retirement Study.  "
11252,"Charter schools have become a very popular instrument for reforming public schools, because they expand choices, facilitate local innovation, and provide incentives for the regular public schools while remaining under public control. Despite their conceptual appeal, evaluating their performance has been hindered by the selective nature of their student populations. This paper investigates the quality of charter schools in Texas in terms of mathematics and reading achievement and finds that, after an initial start-up period, average school quality in the charter sector is not significantly different from that in regular public schools. Perhaps most important, the parental decision to exit a charter school is much more sensitive to education quality than the decision to exit a regular public school, consistent with the notion that the introduction of charter schools substantially reduces the transactions costs of switching schools. Low income charter school families are, however, less sensitive to school quality than higher income families."
11259,"This paper uses the marginal treatment effect (MTE) to unify the nonparametric literature on treatment effects with the econometric literature on structural estimation using a nonparametric analog of a policy invariant parameter; to generate a variety of treatment effects from a common semiparametric functional form; to organize the literature on alternative estimators; and to explore what policy questions commonly used estimators in the treatment effect literature answer. A fundamental asymmetry intrinsic to the method of instrumental variables is noted. Recent advances in IV estimation allow for heterogeneity in responses but not in choices, and the method breaks down when both choice and response equations are heterogeneous in a general way."
11267,"Tax policies seen in developing countries are puzzling on many dimensions. To begin with, revenue/GDP is surprisingly small compared with that in developed economies. Taxes on labor income play a minor role. Taxes on consumption are important, but effective tax rates vary dramatically by firm, with many firms avoiding taxes entirely by operating through cash in the informal economy and others facing very high liabilities. Taxes on capital are an important source of revenue, as are tariffs and seignorage, all contrary to the theoretical literature."
11291,"It is often argued that branching stabilizes banking systems by facilitating diversification of bank portfolios; however, previous empirical research on the Great Depression offers mixed support for this view. Analyses using state-level data find that states allowing branch banking had lower failure rates, while those examining individual banks find that branch banks were more likely to fail. We argue that an alternative hypothesis can reconcile these seemingly disparate findings. Using data on national banks from the 1920s and 1930s, we show that branch banking increases competition and forces weak banks to exit the banking system. This consolidation strengthens the system as a whole without necessarily strengthening the branch banks themselves. Our empirical results suggest that the effects that branching had on competition were quantitatively more important than geographical diversification for bank stability in the 1920s and 1930s."
11304,"We examine the effects of employment-contingent health insurance on married women's labor supply following a health shock. First, we develop a theoretical model that examines the effects of employment-contingent health insurance on the labor supply response to a health shock, to clarify under what conditions employment-contingent health insurance is likely to dampen the labor supply response. Second, we empirically evaluate this relationship using primary data. The results from our analysis find that -- as the model suggests is likely -- health shocks decrease labor supply to a greater extent among women insured by their spouse's policy than among women with health insurance through their own employer. Employment-contingent health insurance appears to create incentives to remain working and to work at a greater intensity when faced with a serious illness."
11348,"We examine the individual, contextual, and institutional determinants of faculty patenting behavior in a panel dataset spanning the careers of 3,884 academic life scientists. Using a combination of discrete time hazard rate models and fixed effects logistic models, we find that patenting events are preceded by a flurry of publications, even holding constant time-invariant scientific talent and the latent patentability of a scientist's research. Moreover, the magnitude of the effect of this flurry is influenced by context --- such as the presence of coauthors who patent and the patent stock of the scientist's university. Whereas previous research emphasized that academic patenters are more accomplished on average than their non-patenting counterparts, our findings suggest that patenting behavior is also a function of scientific opportunities. This result has important implications for the public policy debate surrounding academic patenting."
11417,"In this paper,  we study Ramsey-optimal fiscal and monetary policy in a medium-scale model of the U.S.\\ business cycle. The model features a rich array of real and nominal rigidities that have been identified in the recent empirical literature as salient in explaining observed aggregate fluctuations. The main result of the paper is that price stability appears to be a central goal of optimal monetary policy. The optimal rate of inflation under an income tax regime is half a percent per year with a volatility of 1.1 percent. This result is surprising given that the model features a number of frictions that in isolation would call for a volatile rate of inflation---particularly nonstate-contingent nominal public debt, no lump-sum taxes, and sticky wages."
11606,"The standard, representative agent, consumption-based asset pricing theory based on CRRA utility fails to explain the average returns of risky assets. When evaluated on cross- sections of stock returns, the model generates economically large unconditional Euler equation errors. Unlike the equity premium puzzle, these large Euler equation errors cannot be resolved with high values of risk aversion. To explain why the standard model fails, we need to develop alternative models that can rationalize its large pricing errors. We evaluate whether four newer theories at the vanguard of consumption-based asset pricing can explain the large Euler equation errors of the standard consumption-based model. In each case, we find that the alternative theory counterfactually implies that the standard model has negligible Euler equation errors. We show that the models miss on this dimension because they mischaracterize the joint behavior of consumption and asset returns in recessions, when aggregate consumption is falling. By contrast, a simple model in which aggregate consumption growth and stockholder consumption growth are highly correlated most of the time, but have low or negative correlation in severe recessions, produces violations of the standard model's Euler equations and departures from joint lognormality that are remarkably similar to those found in the data."
11661,"Observed economic policies in developing countries differ sharply both from those observed among developed countries and from those forecast by existing models of optimal policies. For example, developing countries rely little on broad-based taxes, and make substantial use of tariffs and seignorage as nontax sources of revenue."
11669,"The future of the U.S. current account  -- and thus of the U.S. dollar  -- depend on whether foreign investors will continue to add U.S. assets to their investment portfolios. However, even under optimistic scenarios, the U.S. current account deficit is likely to go through a significant reversal at some point in time. This adjustment may be as large of 4% to 5% of GDP. In order to have an idea of the possible consequences of this type of adjustment, I have analyzed the international evidence on current account reversals using both non-parametric techniques as well as panel regressions. The results from this empirical investigation indicate that major current account reversals have tended to result in large declines in GDP growth. I also analyze the large U.S. current account adjustment of 1987-1991."
11897,"What is the role of foreign currency debt in precipitating financial crises? In this paper we compare the 1880 to 1913 period to recent experience. We examine debt crises, currency crises, banking crises and the interrelation between these varieties of crises. We pay special attention to the role of hard currency debt, currency mismatches and debt intolerance. We find fairly robust evidence that high exposure to foreign currency debt does not necessarily lead to a high chance of having a debt crisis, currency crisis, or a banking crisis. A key finding is some countries do not suffer from great financial fragility despite high exposure to original sin. In the nineteenth century, the British offshoots and Scandinavia generally avoided severe financial meltdowns while today many advanced countries have high original sin but have had few financial crises. The common denominator in both periods is that currency mismatches matter. A strong reserve position or high exports relative to hard currency liabilities helps decrease the likelihood of a debt crisis, currency crisis or a banking crisis. This strengthens the evidence for the hypothesis that foreign currency debt is dangerous when mis-managed. We discuss the robustness of these results and make some general comparisons based on this evidence from over 60 years of intense international capital market integration."
11917,"We examine the influence of faculty patenting activity on the rate, quality, and content of public research outputs in a panel dataset spanning the careers of 3,862 academic life scientists. Using inverse probability of treatment weights (IPTW) to account for the dynamics of self-selection into patenting, we find that patenting has a positive effect on the rate of publication of journal articles, but no effect on the quality of these publications. Using several measures of the ""patentability"" of the content of research papers, we also find that patenters may be shifting their research focus to questions of commercial interest. We conclude that the often-voiced concern that patenting in academe has a nefarious effect on public research output is, at least in its simplest form, misplaced."
12074,"Drawing on the variation in financial distress across U.S. states during the Great Depression, this article suggests how bank supervision and regulation affected banking stability during the Great Depression. In response to well-organized interest groups and public concern over the bank failures of the 1920s, many U.S. states adopted supervisory and regulatory standards that undermined the stability of state banking systems in the 1930s. Those states that prohibited branch banking, had higher reserve requirements, granted their supervisors longer term lengths, or restricted the ability of supervisors to liquidate banks quickly experienced higher state bank suspension rates from 1929 to 1933."
12083,"Prediction Markets, sometimes referred to as ""information markets,"" ""idea futures"" or ""event futures"", are markets where participants trade contracts whose payoffs are tied to a future event, thereby yielding prices that can be interpreted as market-aggregated forecasts. This article summarizes the recent literature on prediction markets, highlighting both theoretical contributions that emphasize the possibility that these markets efficiently aggregate disperse information, and the lessons from empirical applications which show that market-generated forecasts typically outperform most moderately sophisticated benchmarks. Along the way, we highlight areas ripe for future research."
12154,"In this paper I use a large multi-country data set to analyze the determinants of abrupt and large ""current account reversals."" The results from a variance-component probit model indicate that the probability of experiencing a major current account reversal is positively affected by larger current account deficits, lower prices of exports relative to imports, and expansive monetary policies. On the other hand, this probability is lower for more advanced countries, and for countries with flexible exchange rates. An analysis of the marginal effects of current account deficits and of the predicted probability of reversal indicates that both have increased significantly for the U.S. since 1999. However, the level of this probability is still on the low side. I estimate that the predicted probability of a current account reversal in the U.S. has increased from 1.7% in 1999, to 14.9% in 2006."
12227,"The federal system for distributing student financial aid rivals the tax code in its complexity. Both have been a source of frustration and a focus of reform efforts for decades, yet the complexity of the student aid system has received comparatively little attention from economists. We describe the complexity of the aid system, and apply lessons from optimal tax theory and behavioral economics to show that complexity is a serious obstacle to both efficiency and equity in the distribution of student aid. We show that complexity disproportionately burdens those with the least ability to pay and undermines redistributive goals. We use detailed data from federal student aid applications to show that a radically simplified aid process can reproduce the current distribution of aid using a fraction of the information now collected."
12402,"This paper computes welfare-maximizing monetary and fiscal policy rules in a real business cycle model augmented with sticky prices, a demand for money, taxation, and stochastic government consumption. We consider simple feedback rules whereby the nominal interest rate is set as a function of output and inflation, and taxes are set as a function of total government liabilities. We implement a second-order accurate solution to the model. Our main findings are: First, the size of the inflation coefficient in the interest-rate rule plays a minor role for welfare. It matters only insofar as it affects the determinacy of equilibrium. Second, optimal monetary policy features a muted response to output. More importantly, interest rate rules that feature a positive response to output can lead to significant welfare losses. Third, the welfare gains from interest-rate smoothing are negligible. Fourth, optimal fiscal policy is passive. Finally, the optimal monetary and fiscal rule combination attains virtually the same level of welfare as the Ramsey optimal policy."
12481,"We examine the relative predictive power of the sticky price monetary model, uncovered interest parity, and a transformation of net exports and net foreign assets. In addition to bringing Gourinchas and Rey's new approach and more recent data to bear, we implement the Clark and West (forthcoming) procedure for testing the significance of out-of-sample forecasts. The interest rate parity relation holds better at long horizons and the net exports variable does well in predicting exchange rates at short horizons in-sample. In out-of-sample forecasts, we find evidence that our proxy for Gourinchas and Rey's measure of external imbalances outperforms a random walk at short horizons as do some of other models, although no single model uniformly outperforms the random walk forecast."
12574,"This paper examines the properties of instrumental variables (IV) applied to models with essential heterogeneity, that is, models where responses to interventions are heterogeneous and agents adopt treatments (participate in programs) with at least partial knowledge of their idiosyncratic response. We analyze two-outcome and multiple-outcome models including ordered and unordered choice models. We allow for transition-specific and general instruments. We generalize previous analyses by developing weights for treatment effects for general instruments. We develop a simple test for the presence of essential heterogeneity. We note the asymmetry of the model of essential heterogeneity: outcomes of choices are heterogeneous in a general way; choices are not. When both choices and outcomes are permitted to be symmetrically heterogeneous, the method of IV breaks down for estimating treatment parameters."
12605,"This paper develops and analyzes a general-equilibrium model with sticky information. The only rigidity in goods, labor, and financial markets is that agents are inattentive, sporadically updating their information sets, when setting prices, wages, and consumption. After presenting the ingredients of such a model, the paper develops an algorithm to solve this class of models and uses it to study the model's dynamic properties. It then estimates the parameters of the model using U.S. data on five key macroeconomic time series. It finds that information stickiness is present in all markets, and is especially pronounced for consumers and workers. Variance decompositions show that monetary policy and aggregate demand shocks account for most of the variance of inflation, output, and hours."
12663,"We review the burgeoning literature on the employment effects of minimum wages - in the United States and other countries - that was spurred by the new minimum wage research beginning in the early 1990s.  Our review indicates that there is a wide range of existing estimates and, accordingly, a lack of consensus about the overall effects on low-wage employment of an increase in the minimum wage.  However, the oft-stated assertion that recent research fails to support the traditional view that the minimum wage reduces the employment of low-wage workers is clearly incorrect.  A sizable majority of the studies surveyed in this monograph give a relatively consistent (although not always statistically significant) indication of negative employment effects of minimum wages.  In addition, among the papers we view as providing the most credible evidence, almost all point to negative employment effects, both for the United States as well as for many other countries.  Two other important conclusions emerge from our review.  First, we see very few - if any - studies that provide convincing evidence of positive employment effects of minimum wages, especially from those studies that focus on the broader groups (rather than a narrow industry) for which the competitive model predicts disemployment effects.  Second, the studies that focus on the least-skilled groups provide relatively overwhelming evidence of stronger disemployment effects for these groups."
12828,"Education researchers and policy makers agree that teachers differ in terms of quality and that quality matters for student achievement. Despite prodigious amounts of research, however, debate still persists about the causal relationship between specific teacher credentials and student achievement. In this paper, we use a rich administrative data set from North Carolina to explore a range of questions related to the relationship between teacher characteristics and credentials on the one hand and student achievement on the other. Though the basic questions underlying this research are not new - and, indeed, have been explored in many papers over the years within the rubric of the ""education production function"" - the availability of data on all teachers and students in North Carolina over a ten-year period allows us to explore them in more detail and with far more confidence than has been possible in previous studies. We conclude that a teacher's experience, test scores and regular licensure all have positive effects on student achievement, with larger effects for math than for reading. Taken together the various teacher credentials exhibit quite large effects on math achievement, whether compared to the effects of changes in class size or to the socio-economics characteristics of students, as measured, for example, by the education level of their parents."
12938,"Because California was a pioneer in the development of intrastate branching, we use its experience during the 1920s and 1930s to assess the effects of the expansion of large-scale, branch-banking networks on competition and the stability of banking systems. Using a new database of individual bank balance sheets, income statements, and branch establishment, we examine the characteristics that made a bank a more likely target of a takeover by a large branching network, how incumbent unit banks responded to the entry of branch banks, and how branching networks affected the probability of survival of banks during the Great Depression. We find no evidence that branching networks expanded by acquiring ""lemons""; rather those displaying characteristics of more profitable institutions were more likely targets for acquisition. We show that incumbent, unit banks responded to increased competition from branch banks by changing their operations in ways consistent with efforts to increase efficiency and profitability. Results from survivorship analysis suggest that unit banks competing with branch bank networks, especially with the Bank of America, were more likely to survive the Great Depression than unit banks that did not face competition from branching networks. Our statistical findings thus support the hypothesis that branch banking produces an externality in that it improves the stability of banking systems by increasing competition and forcing incumbent banks to become more efficient."
